<<<<<<< HEAD
920 7464 142
921 7464 142
922 7464 142
923 7464 142
924 7464 142
925 7464 142
926 7464 142
927 7464 142
928 7464 142
929 7464 142
930 7464 142
931 7464 142
932 7464 142
933 7464 142
934 7464 142
935 7464 142
936 7464 142
937 7464 142
938 7464 142
939 7464 142
940 7464 142
941 7464 142
942 7464 142
943 7464 142
944 7464 142
945 7464 142
946 7464 142
947 7464 142
948 7464 142
949 7464 142
950 7464 142
951 7464 142
952 7464 142
953 7464 142
954 7464 142
955 7476 143
956 7464 142
957 7464 142
958 7464 142
959 7464 142
960 7464 142
961 7464 142
962 7464 142
963 7464 142
964 7464 142
965 7464 142
966 7464 142
967 7464 142
968 7464 142
969 7464 142
970 7464 142
971 7464 142
972 7464 142
973 7464 142
974 7464 142
975 7476 143
976 7464 142
977 7464 142
978 7464 142
979 7464 142
980 7464 142
981 7464 142
982 7464 142
983 7380 135
984 7368 134
985 7464 142
986 7464 142
987 7464 142
988 7464 142
989 7464 142
990 7464 142
991 7464 142
992 7464 142
993 7464 142
994 7464 142
995 7464 142
996 7464 142
997 7464 142
998 7464 142
999 7464 142
1000 7452 141
1001 7452 141
1002 7452 141
1003 7452 141
1004 7464 142
1005 7452 141
1006 7464 142
1007 7452 141
1008 7452 141
1009 7452 141
1010 7452 141
1011 7452 141
1012 7464 142
1013 7464 142
1014 7464 142
1015 7452 141
1016 7452 141
1017 7452 141
1018 7452 141
1019 7452 141
1020 7452 141
1021 7452 141
1022 7452 141
1023 7452 141
1024 7452 141
1025 7368 134
1026 7368 134
1027 7452 141
1028 7452 141
1029 7452 141
1030 7452 141
1031 7440 140
1032 7452 141
1033 7452 141
1034 7452 141
1035 7440 140
1036 7440 140
1037 7452 141
1038 7452 141
1039 7452 141
1040 7452 141
1041 7452 141
1042 7452 141
1043 7452 141
1044 7452 141
1045 7452 141
1046 7452 141
1047 7452 141
1048 7440 140
1049 7440 140
1050 7440 140
1051 7440 140
1052 7440 140
1053 7440 140
1054 7428 139
1055 7440 140
1056 7440 140
1057 7440 140
1058 7440 140
1059 7428 139
1060 7428 139
1061 7428 139
1062 7428 139
1063 7428 139
1064 7428 139
1065 7428 139
1066 7428 139
1067 7428 139
1068 7428 139
1069 7428 139
1070 7428 139
1071 7428 139
1072 7428 139
1073 7428 139
1074 7428 139
1075 7428 139
1076 7428 139
1077 7428 139
1078 7428 139
1079 7428 139
1080 7428 139
1081 7428 139
1082 7428 139
1083 7428 139
1084 7428 139
1085 7416 138
1086 7428 139
1087 7416 138
1088 7416 138
1089 7416 138
1090 7428 139
1091 7416 138
1092 7416 138
1093 7416 138
1094 7416 138
1095 7416 138
1096 7416 138
1097 7416 138
1098 7416 138
1099 7416 138
1100 7416 138
1101 7416 138
1102 7416 138
1103 7416 138
1104 7404 137
1105 7404 137
1106 7404 137
1107 7404 137
1108 7404 137
1109 7404 137
1110 7404 137
1111 7404 137
1112 7404 137
1113 7404 137
1114 7404 137
1115 7392 136
1116 7392 136
1117 7392 136
1118 7392 136
1119 7392 136
1120 7392 136
1121 7392 136
1122 7392 136
1123 7392 136
1124 7392 136
1125 7392 136
1126 7392 136
1127 7392 136
1128 7392 136
1129 7392 136
1130 7392 136
1131 7380 135
1132 7380 135
1133 7392 136
1134 7380 135
1135 7380 135
1136 7380 135
1137 7380 135
1138 7380 135
1139 7380 135
1140 7380 135
1141 7380 135
1142 7380 135
1143 7380 135
1144 7380 135
1145 7380 135
1146 7368 134
1147 7368 134
1148 7368 134
1149 7368 134
1150 7368 134
1151 7368 134
1152 7368 134
1153 7368 134
1154 7356 133
1155 7356 133
1156 7356 133
1157 7356 133
1158 7356 133
1159 7356 133
1160 7356 133
1161 7356 133
1162 7344 132
1163 7344 132
1164 7344 132
1165 7344 132
1166 7344 132
1167 7344 132
1168 7344 132
1169 7344 132
1170 7332 131
1171 7332 131
1172 7332 131
1173 7332 131
1174 7332 131
1175 7332 131
1176 7332 131
1177 7332 131
1178 7332 131
1179 7320 130
1180 7320 130
1181 7320 130
1182 7320 130
1183 7320 130
1184 7320 130
1185 7308 129
1186 7308 129
1187 7308 129
1188 7308 129
1189 7308 129
1190 7296 128
1191 7296 128
1192 7296 128
1193 7296 128
1194 7296 128
1195 7296 128
1196 7296 128
1197 7296 128
1198 7296 128
1199 7296 128
1200 7296 128
1201 7296 128
1202 7284 127
1203 7284 127
1204 7284 127
1205 7284 127
1206 7272 126
1207 7272 126
1208 7272 126
1209 7272 126
1210 7272 126
1211 7272 126
1212 7260 125
1213 7260 125
1214 7260 125
1215 7260 125
1216 7260 125
1217 7248 124
1218 7248 124
1219 7236 123
1220 7236 123
1221 7236 123
1222 7236 123
1223 7236 123
1224 7224 122
1225 7224 122
1226 7224 122
1227 7224 122
1228 7224 122
1229 7224 122
1230 7224 122
759 7969 133
760 7969 133
761 7969 133
762 7969 133
763 7969 133
764 7969 133
765 7969 133
766 7982 134
772 8008 136
773 7995 135
774 8008 136
775 8008 136
776 8008 136
777 8008 136
778 8008 136
779 8008 136
780 8021 137
781 8021 137
782 8021 137
783 8021 137
784 8021 137
785 8021 137
786 8021 137
787 8021 137
788 8021 137
789 8034 138
790 8034 138
791 8034 138
792 8034 138
793 8034 138
794 8047 139
795 8034 138
796 8034 138
797 8034 138
798 8047 139
799 8047 139
800 8060 140
801 8060 140
802 8060 140
803 8060 140
804 8060 140
805 8060 140
806 8060 140
807 8060 140
808 8060 140
809 8060 140
810 8073 141
811 8073 141
812 8073 141
813 8073 141
814 8073 141
815 8073 141
816 8073 141
817 8073 141
818 8073 141
819 8073 141
820 8073 141
821 8073 141
822 8073 141
823 8073 141
824 8073 141
825 8073 141
826 8073 141
827 8086 142
828 8086 142
829 8086 142
830 8086 142
831 8086 142
832 8086 142
833 8086 142
834 8086 142
835 8086 142
836 8086 142
837 8086 142
838 8086 142
839 8086 142
840 8099 143
841 8099 143
842 8099 143
843 8099 143
844 8099 143
845 8099 143
846 8099 143
847 8099 143
848 8099 143
849 8099 143
850 8099 143
851 8099 143
852 8099 143
853 8099 143
854 8099 143
855 8112 144
856 8112 144
857 8112 144
858 8112 144
859 8112 144
860 8112 144
861 8112 144
862 8112 144
863 8112 144
864 8112 144
865 8112 144
866 8112 144
867 8112 144
868 8112 144
869 8112 144
870 8112 144
871 8112 144
872 8112 144
873 8112 144
874 8125 145
875 8125 145
876 8125 145
877 8125 145
878 8125 145
879 8125 145
880 8125 145
881 8125 145
882 8125 145
883 8125 145
884 8125 145
885 8125 145
886 8125 145
887 8125 145
888 8125 145
889 8125 145
890 8125 145
891 8125 145
892 8125 145
893 8125 145
894 8125 145
895 8125 145
896 8125 145
897 8125 145
898 8125 145
899 8125 145
900 8125 145
901 8125 145
902 8125 145
903 8125 145
904 8138 146
905 8125 145
906 8125 145
907 8125 145
908 8125 145
909 8125 145
910 8138 146
911 8125 145
912 8125 145
913 8125 145
914 8138 146
915 8138 146
916 8138 146
917 8138 146
918 8138 146
919 8138 146
920 8138 146
921 8138 146
922 8125 145
923 8125 145
924 8138 146
925 8138 146
926 8125 145
927 8125 145
928 8125 145
929 8125 145
930 8125 145
931 8125 145
932 8125 145
933 8125 145
934 8125 145
935 8125 145
936 8125 145
937 8125 145
938 8138 146
939 8125 145
940 8125 145
941 8138 146
942 8125 145
943 8125 145
944 8125 145
945 8125 145
946 8125 145
947 8125 145
948 8125 145
949 8125 145
950 8125 145
951 8125 145
952 8125 145
953 8125 145
954 8125 145
955 8125 145
956 8125 145
957 8125 145
958 8125 145
959 8125 145
960 8125 145
961 8125 145
962 8125 145
963 8138 146
964 8138 146
965 8138 146
966 8138 146
967 8138 146
968 8138 146
969 8125 145
970 8125 145
971 8125 145
972 8138 146
973 8138 146
974 8138 146
975 8138 146
976 8138 146
977 8125 145
978 7995 135
979 7982 134
980 7982 134
981 7956 132
982 7995 135
983 7995 135
984 7982 134
985 7995 135
986 8008 136
987 8060 140
988 8073 141
989 8138 146
990 8125 145
991 8125 145
992 8125 145
993 8125 145
994 7917 129
995 7748 116
996 7722 114
997 7722 114
998 7748 116
999 7722 114
1000 7696 112
1001 7683 111
1002 7969 133
1003 7956 132
1004 7956 132
1005 7956 132
1006 7969 133
1007 8125 145
1008 8125 145
1009 8125 145
1010 8125 145
1011 8125 145
1012 8112 144
1013 8112 144
1014 8125 145
1015 8125 145
1016 8125 145
1017 8125 145
1018 8125 145
1019 8125 145
1020 8125 145
1021 8125 145
1022 8112 144
1023 8112 144
1024 8112 144
1025 8112 144
1026 8112 144
1027 8112 144
1028 8112 144
1029 7943 131
1030 7917 129
1031 7917 129
1032 7865 125
1033 7878 126
1034 8008 136
1035 8112 144
1036 8112 144
1037 8099 143
1038 8099 143
1039 8112 144
1040 8099 143
1041 8112 144
1042 8099 143
1043 8099 143
1044 8099 143
1045 8099 143
1046 8099 143
1047 8099 143
1048 8099 143
1049 8099 143
1050 8099 143
1051 8099 143
1052 8099 143
1053 8099 143
1054 8099 143
1055 8099 143
1056 8099 143
1057 8099 143
1058 8099 143
1059 8099 143
1060 8099 143
1061 8099 143
1062 8099 143
1063 8099 143
1064 8086 142
1065 8086 142
1066 8086 142
1067 8099 143
1068 8086 142
1069 8086 142
1070 8086 142
1071 8086 142
1072 8086 142
1073 8099 143
1074 8099 143
1075 8099 143
1076 8086 142
1077 8086 142
1078 8086 142
1079 8086 142
1080 8086 142
1081 8086 142
1082 8086 142
1083 8086 142
1084 8086 142
1085 8086 142
1086 8086 142
1087 8099 143
1088 8086 142
1089 8086 142
1090 8086 142
1091 8086 142
1092 8086 142
1093 8086 142
1094 8073 141
1095 8073 141
1096 8073 141
1097 8073 141
1098 8073 141
1099 8073 141
1100 8073 141
1101 8086 142
1102 8086 142
1103 8073 141
1104 8073 141
1105 8073 141
1106 8073 141
1107 8073 141
1108 8073 141
1109 8073 141
1110 8073 141
1111 8073 141
1112 8060 140
1113 8060 140
1114 8060 140
1115 8060 140
1116 8060 140
1117 8060 140
1118 8060 140
1119 8060 140
1120 8060 140
1121 8060 140
1122 8060 140
1123 8060 140
1124 8060 140
1125 8060 140
1126 8060 140
1127 8060 140
1128 8060 140
1129 8060 140
1130 8047 139
1131 8047 139
1132 8047 139
1133 8047 139
1134 8060 140
1135 8060 140
1136 8047 139
1137 8047 139
1138 8047 139
1139 8047 139
1140 8034 138
1141 8034 138
1142 8034 138
1143 8034 138
1144 8034 138
1145 8034 138
1146 8034 138
1147 8034 138
1148 8034 138
1149 8034 138
1150 8034 138
1151 8034 138
1152 8034 138
1153 8021 137
1154 8021 137
1155 8021 137
1156 8021 137
1157 8021 137
1158 8021 137
1159 8021 137
1160 8021 137
1161 8008 136
1162 8008 136
1163 8008 136
1164 8008 136
1165 8008 136
1166 8008 136
1167 8008 136
1168 8008 136
1169 8008 136
1170 8008 136
1171 7995 135
1172 7995 135
1173 7995 135
1174 7995 135
1175 7995 135
1176 7995 135
1177 7995 135
1178 7995 135
1179 7995 135
1180 7995 135
1181 7995 135
1182 7995 135
1183 7982 134
1184 7982 134
1185 7982 134
1186 7982 134
1187 7982 134
1188 7969 133
1189 7969 133
1190 7969 133
1191 7969 133
1192 7969 133
1193 7969 133
1194 7969 133
1195 7969 133
1196 7969 133
1197 7969 133
1198 7969 133
1199 7956 132
1200 7956 132
1201 7956 132
1202 7956 132
1203 7956 132
1204 7956 132
1205 7943 131
1206 7943 131
1207 7943 131
1208 7943 131
1209 7956 132
1210 7943 131
1211 7930 130
1212 7930 130
1213 7930 130
1214 7930 130
1215 7930 130
1216 7930 130
1217 7930 130
1218 7930 130
1219 7930 130
1220 7917 129
1221 7917 129
1222 7917 129
1223 7917 129
1224 7904 128
1225 7904 128
1226 7904 128
1227 7904 128
1228 7904 128
1229 7904 128
1230 7891 127
1231 7891 127
1232 7891 127
1233 7891 127
1234 7891 127
1235 7891 127
1236 7891 127
1237 7891 127
1238 7878 126
1239 7878 126
1240 7878 126
1241 7865 125
1242 7865 125
1243 7865 125
1244 7865 125
1245 7852 124
1246 7852 124
1247 7852 124
1248 7852 124
1249 7865 125
726 8554 131
741 8624 136
742 8624 136
743 8624 136
744 8624 136
745 8624 136
747 8638 137
748 8638 137
749 8638 137
750 8638 137
751 8638 137
752 8652 138
753 8652 138
754 8652 138
755 8652 138
756 8652 138
757 8652 138
758 8652 138
759 8666 139
760 8666 139
761 8666 139
762 8666 139
763 8666 139
764 8680 140
765 8680 140
766 8694 141
767 8694 141
768 8694 141
769 8694 141
770 8694 141
771 8694 141
772 8694 141
773 8694 141
774 8694 141
775 8708 142
776 8708 142
777 8708 142
778 8708 142
779 8708 142
780 8708 142
781 8708 142
782 8708 142
783 8708 142
784 8708 142
785 8722 143
786 8722 143
787 8722 143
788 8722 143
789 8722 143
790 8722 143
791 8722 143
792 8722 143
793 8736 144
794 8736 144
795 8736 144
796 8736 144
797 8736 144
798 8736 144
799 8736 144
800 8736 144
801 8750 145
802 8750 145
803 8750 145
804 8750 145
805 8750 145
806 8750 145
807 8750 145
808 8750 145
809 8750 145
810 8750 145
811 8750 145
812 8750 145
813 8750 145
814 8750 145
815 8750 145
816 8750 145
817 8764 146
818 8764 146
819 8764 146
820 8764 146
821 8764 146
822 8764 146
823 8764 146
824 8764 146
825 8764 146
826 8764 146
827 8764 146
828 8764 146
829 8764 146
830 8764 146
831 8764 146
832 8764 146
833 8764 146
834 8778 147
835 8778 147
836 8778 147
837 8778 147
838 8764 146
839 8764 146
840 8764 146
841 8764 146
842 8778 147
843 8778 147
844 8764 146
845 8764 146
846 8764 146
847 8764 146
848 8764 146
849 8792 148
850 8792 148
851 8792 148
